index_id,customer_id,fullname,Age,Gender,Favoured_Payment_method,Favourdured_Product_Categort
,KH17972,Austin Sherman,49,Female,Credit Card,Home
,KH14387,Cynthia Parker,39,Female,Credit Card,Books
,KH36140,Jordan Garcia,22,Male,Crypto,Books
,KH1890,Patricia Levine,29,Male,Credit Card,Books
,KH35792,Christian Hanson,46,Male,PayPal,Electronics
,KH35859,Aimee Cantrell,26,Male,PayPal,Electronics
,KH26301,Calvin Lucas,25,Female,PayPal,Home
,KH6953,Michael Zamora,47,Male,PayPal,Books
,KH17688,Lisa Massey,33,Female,PayPal,Clothing
,KH38315,Elizabeth Mccall,63,Male,Credit Card,Home
,KH45380,Gerald Thomas,42,Female,PayPal,Clothing
,KH80,Angela Walker,44,Female,Credit Card,Clothing
,KH9280,Sean Friedman,25,Female,Cash,Books
,KH32410,Nancy Lewis,42,Male,Credit Card,Clothing
,KH44840,Kathleen Barnett,49,Male,PayPal,Electronics
,KH29080,Paul Wade,36,Male,Credit Card,Books
,KH865,Michael Hawkins,38,Male,Credit Card,Electronics
,KH2803,Miss Lori Allen,23,Male,Credit Card,Home
,KH47953,Steven Montgomery,46,Male,PayPal,Electronics
,KH28545,Leslie Pearson,19,Female,PayPal,Books
,KH44290,Lori Flores,37,Female,Credit Card,Books
,KH19970,Wendy Duncan,32,Male,PayPal,Electronics
,KH47810,Jillian Grant,50,Female,Credit Card,Books
,KH38371,Grace Morgan,32,Female,Cash,Clothing
,KH9605,Matthew Garrison,18,Male,Credit Card,Clothing
,KH35108,Richard Stein,43,Female,Cash,Clothing
,KH25265,Joshua Mathis,45,Female,Credit Card,Electronics
,KH13808,Johnny Gates,27,Female,Credit Card,Books
,KH1706,Wesley Hall,36,Male,PayPal,Electronics
,KH49588,Michelle Johns,43,Male,Crypto,Clothing
,KH4569,George Madden,33,Female,Credit Card,Books
,KH46959,Maurice Hendricks,21,Male,Credit Card,Books
,KH33473,Samuel Callahan,63,Male,Credit Card,Home
,KH21811,Melanie Jones,23,Female,PayPal,Clothing
,KH38499,Stephanie Wells,57,Female,Crypto,Clothing
,KH27565,Tina Stokes,22,Male,Credit Card,Books
,KH48106,Travis Sandoval,34,Female,Credit Card,Home
,KH30640,Anne Reynolds,54,Male,Credit Card,Books
,KH13795,Michael Johnson DVM,19,Female,Cash,Clothing
,KH27949,Brandon Lambert,67,Female,Credit Card,Clothing
,KH8966,Scott Martinez,23,Female,Credit Card,Clothing
,KH26794,Joshua Sullivan,54,Male,PayPal,Books
,KH17338,Sophia Lester,35,Male,Crypto,Electronics
,KH7240,Andrew Carney,46,Female,PayPal,Books
,KH4977,Cathy Hill,33,Male,Credit Card,Books
,KH13487,Jessica Brewer,34,Male,Credit Card,Home
,KH24718,Casey Harvey,66,Female,PayPal,Electronics
,KH22312,Heather Jackson,66,Male,PayPal,Books
,KH12411,Christopher Sandoval,20,Female,Credit Card,Books
,KH22806,Carol Chambers,66,Male,Credit Card,Books
,KH19829,Shannon Ayala,25,Female,Credit Card,Clothing
,KH34989,Keith Hodge,60,Male,PayPal,Home
,KH28246,Jason Compton,32,Male,PayPal,Books
,KH70,Miss Sara Black,45,Female,Credit Card,Clothing
,KH17420,Tyler Graves,19,Male,Credit Card,Books
,KH40310,Ethan Simpson,51,Male,PayPal,Books
,KH49320,Kristi Miles,49,Female,Credit Card,Clothing
,KH18854,Patricia Schultz,23,Male,Cash,Books
,KH46493,Lonnie Burton,43,Female,Credit Card,Home
,KH40540,Brian Christian,46,Male,Credit Card,Home
,KH23205,William Chavez,65,Male,PayPal,Books
,KH47226,Ashley Warner,47,Male,Cash,Clothing
,KH49323,Isaac Peters,59,Male,Credit Card,Books
,KH15871,Nathaniel Schmidt,40,Male,PayPal,Home
,KH20073,Brian Hooper,62,Male,PayPal,Books
,KH43831,Kim Atkinson,52,Male,Credit Card,Clothing
,KH30791,Benjamin Howard,46,Male,Credit Card,Books
,KH11883,Cindy Fleming,48,Female,PayPal,Books
,KH34661,Derrick Mathis,38,Female,PayPal,Electronics
,KH8974,April Pierce,37,Female,Cash,Electronics
,KH22710,Ana Wilkinson,30,Male,Cash,Clothing
,KH5691,Bill Joseph,29,Female,Credit Card,Clothing
,KH40050,Bryan Drake,35,Male,Credit Card,Electronics
,KH12528,Mark Robinson,59,Male,Credit Card,Home
,KH32228,Jasmine Griffith,64,Male,Credit Card,Clothing
,KH38619,Sara Tran,30,Male,Credit Card,Clothing
,KH47053,Devon Hoffman,31,Female,Cash,Electronics
,KH5401,Blake Morrison,70,Male,Credit Card,Books
,KH6626,Robin Williams,55,Female,PayPal,Clothing
,KH26003,Brianna Taylor,35,Female,Cash,Books
,KH22887,Kayla Hubbard,23,Female,Credit Card,Electronics
,KH32097,James Morton,50,Female,Credit Card,Clothing
,KH47920,Edward Johnson,57,Female,Credit Card,Clothing
,KH11073,Marcus Fletcher,43,Male,Cash,Books
,KH36484,Mary Bryant,40,Female,Credit Card,Clothing
,KH35107,Sean Brooks,25,Male,Crypto,Home
,KH48372,Richard Lin,51,Male,PayPal,Clothing
,KH47220,Shawn Cruz,53,Male,Credit Card,Clothing
,KH38517,Angel Gonzales,46,Male,PayPal,Books
,KH35068,Steven Spence,44,Female,Cash,Books
,KH1462,Thomas Knox,57,Male,Cash,Clothing
,KH14816,Wesley Meyers,58,Male,PayPal,Electronics
,KH18518,Tony Bruce,67,Female,PayPal,Books
,KH14022,Breanna Jones DDS,30,Male,Credit Card,Home
,KH30144,Justin Craig,61,Female,Cash,Clothing
,KH171,Todd Hahn,21,Female,PayPal,Clothing
,KH22140,Louis Davis,38,Male,PayPal,Clothing
,KH8980,Michael Nguyen,65,Male,Credit Card,Clothing
,KH18750,Jake Henry,22,Male,Credit Card,Clothing
,KH7193,Kevin Dean,45,Female,PayPal,Clothing
,KH23377,Rhonda Martin,50,Male,Credit Card,Clothing
,KH14689,Tiffany Hamilton,43,Female,Credit Card,Electronics
,KH45794,Steven Greene,45,Female,Credit Card,Home
,KH4839,Jordan Yang,25,Male,Crypto,Books
,KH31840,Tanner Torres,37,Female,PayPal,Books
,KH30902,Kathleen Ayers,27,Female,Credit Card,Home
,KH12141,Mallory Burns,51,Male,Credit Card,Clothing
,KH39731,Benjamin Ortiz,30,Male,Credit Card,Books
,KH16430,Courtney Banks,39,Male,PayPal,Clothing
,KH39329,Catherine Cunningham,50,Female,PayPal,Clothing
,KH19872,Joshua Phillips,18,Female,Credit Card,Home
,KH2326,Samantha Thompson,53,Male,Crypto,Electronics
,KH34778,Sean Jackson,65,Female,Cash,Books
,KH27656,Erica Roberts,30,Female,Credit Card,Books
,KH46059,Timothy Franklin,23,Male,PayPal,Books
,KH21203,Alexander Marshall MD,56,Female,Credit Card,Clothing
,KH30626,Amanda Martin,25,Female,PayPal,Clothing
,KH47655,Jacob Reese,21,Male,PayPal,Books
,KH10546,Mary Villanueva,70,Female,Credit Card,Clothing
,KH18277,Caitlin Fry,35,Female,Credit Card,Books
,KH7791,Randy Scott,67,Female,Cash,Clothing
,KH33447,Kevin Le,18,Female,Credit Card,Clothing
,KH33797,Robert Tyler,57,Male,PayPal,Clothing
,KH24408,Johnathan Marshall,20,Male,PayPal,Books
,KH1323,Antonio Brady,58,Male,PayPal,Books
,KH21573,Victor Wilson,64,Female,Crypto,Electronics
,KH10722,Sarah Newton,56,Female,Credit Card,Books
,KH41018,Stephen Hill,18,Male,PayPal,Books
,KH4930,Kelly Dyer,38,Female,Credit Card,Books
,KH28335,Curtis Orr,67,Female,Credit Card,Clothing
,KH21472,Jessica Cooper,64,Male,Credit Card,Clothing
,KH3321,Meredith Ryan,30,Female,Credit Card,Books
,KH28800,Karl Bailey,18,Female,Cash,Clothing
,KH13624,Sydney Mann,63,Female,Credit Card,Books
,KH17562,Shelby Anderson,56,Male,PayPal,Home
,KH20902,Jared Wilson,18,Female,Credit Card,Books
,KH13041,Mrs. Vanessa Ramos,63,Male,Crypto,Home
,KH45103,James Merritt,69,Male,Credit Card,Books
,KH35763,William Morrison,60,Male,Cash,Clothing
,KH22679,Crystal Hayes,55,Female,PayPal,Clothing
,KH15004,Jennifer Welch,20,Female,PayPal,Books
,KH48311,Amy Brock,42,Female,Cash,Books
,KH25537,Christian Hughes,66,Female,Credit Card,Clothing
,KH44368,Christopher Taylor,21,Male,Credit Card,Home
,KH40714,William Sparks,29,Female,Credit Card,Books
,KH20751,Catherine Rodriguez,41,Female,Credit Card,Electronics
,KH35332,Brent Banks,36,Male,PayPal,Home
,KH33768,Jessica Swanson,62,Female,Credit Card,Books
,KH1514,Sarah Bishop,32,Male,PayPal,Electronics
,KH40159,Brittany Washington,42,Female,Credit Card,Books
,KH31789,Barbara Casey,36,Male,PayPal,Clothing
,KH3377,Kathryn Smith,43,Female,Credit Card,Clothing
,KH38162,Natalie Boyle,65,Female,Credit Card,Clothing
,KH35249,Samantha Fowler,29,Male,Credit Card,Books
,KH3001,Christopher Parks,64,Male,Credit Card,Electronics
,KH28919,Connie Trujillo,62,Female,Credit Card,Electronics
,KH25136,Todd Walker,57,Male,PayPal,Clothing
,KH18947,Vincent Williams,45,Female,PayPal,Electronics
,KH4222,Brandon Valentine,63,Female,Credit Card,Electronics
,KH35148,Samuel Tran,28,Male,Credit Card,Electronics
,KH33442,Darryl Ryan,67,Male,Credit Card,Clothing
,KH19565,Dennis Watts,61,Male,Credit Card,Books
,KH10717,Debbie Garza,45,Male,PayPal,Clothing
,KH45694,Monica Cabrera,42,Female,PayPal,Clothing
,KH21318,Nicole Wallace,34,Male,Credit Card,Clothing
,KH18394,Ms. Stacy Wilson,29,Female,Credit Card,Books
,KH49437,Joshua Warren,47,Female,Cash,Clothing
,KH2896,Jeremy Ward,40,Male,Credit Card,Home
,KH10724,Donald Kim,35,Male,PayPal,Clothing
,KH42876,Colton Foster,34,Female,Credit Card,Books
,KH34470,Jennifer Stanley,28,Female,Cash,Home
,KH10119,Rose Clayton,63,Female,Credit Card,Books
,KH8372,Tammy Meyer,46,Male,Credit Card,Clothing
,KH24343,Susan Phillips,23,Female,PayPal,Home
,KH22495,Dylan Daniels,66,Female,Crypto,Clothing
,KH17518,Courtney Rich,39,Female,Credit Card,Clothing
,KH36838,John Price,34,Female,PayPal,Electronics
,KH30952,Karen Medina,38,Female,PayPal,Clothing
,KH22877,Thomas Peck,19,Male,Credit Card,Clothing
,KH10995,Tanya Campbell,52,Female,Credit Card,Clothing
,KH17780,Cody Parker,57,Male,Credit Card,Clothing
,KH10949,Olivia Howe,25,Male,PayPal,Clothing
,KH29006,Suzanne Nunez MD,28,Male,Credit Card,Home
,KH18795,Elaine Willis,46,Female,PayPal,Clothing
,KH32317,Karen Daniel,52,Male,PayPal,Clothing
,KH30618,Joseph Reynolds,37,Female,Credit Card,Books
,KH18638,Cody Robinson,22,Female,PayPal,Books
,KH27484,Beth Crawford,52,Female,Credit Card,Clothing
,KH29941,Brandy Villanueva,69,Male,Cash,Clothing
,KH44245,Desiree Jackson,38,Female,Credit Card,Books
,KH8968,Audrey Mcbride,23,Male,PayPal,Books
,KH27692,Michael Wood,49,Female,Cash,Electronics
,KH12622,Gloria Davis,46,Female,PayPal,Home
,KH8303,Edward Edwards,51,Female,PayPal,Books
,KH30165,Tony Green,21,Female,Cash,Clothing
,KH10174,Adam Ruiz,52,Female,Cash,Books
,KH39475,Nicole Acevedo MD,45,Female,Credit Card,Books
,KH32960,Shane Howell,36,Female,Cash,Clothing
,KH14901,Jessica Simmons,63,Male,PayPal,Home
,KH15874,Susan Mcclain,64,Male,PayPal,Electronics
,KH37331,Stephanie Bell,58,Female,Credit Card,Clothing
,KH7059,Sherry Rosario,53,Male,Cash,Books
,KH9161,Sarah Mejia,46,Male,PayPal,Clothing
,KH2421,Jessica Weeks,64,Male,Credit Card,Books
,KH9488,Heather Dyer,30,Male,PayPal,Books
,KH2752,Erin Moore,21,Female,PayPal,Home
,KH15679,Samantha Martinez,60,Male,Cash,Clothing
,KH10548,Eric Collins,31,Male,PayPal,Electronics
,KH49231,Shari Roberts,68,Male,Credit Card,Electronics
,KH39349,Kevin Rivera,57,Female,Credit Card,Books
,KH29062,Cynthia Huynh,42,Female,PayPal,Electronics
,KH16862,Jay Carrillo,48,Female,Credit Card,Books
,KH27914,Margaret Hurst,65,Male,Crypto,Clothing
,KH24075,Mrs. Taylor Winters,66,Male,Cash,Books
,KH8446,Mikayla Cantrell,65,Male,PayPal,Clothing
,KH40618,Brenda Tucker,19,Male,Credit Card,Books
,KH20451,Cindy Crawford,69,Male,Credit Card,Books
,KH31509,Patricia Rosales,38,Male,Credit Card,Books
,KH10742,Jordan Hobbs,30,Female,Credit Card,Clothing
,KH47996,Jessica Herrera DDS,38,Male,Credit Card,Books
,KH44523,Yolanda Norris,27,Female,PayPal,Clothing
,KH34985,Jenna Edwards,39,Male,Cash,Home
,KH38054,Gina Brewer,26,Male,Credit Card,Clothing
,KH23770,Susan White,49,Female,PayPal,Clothing
,KH27213,Kelly Johnson,32,Male,Credit Card,Clothing
,KH45180,Eric Fleming,43,Male,Cash,Electronics
,KH2017,Bruce Dalton,67,Female,Crypto,Electronics
,KH40255,Jennifer Jensen,36,Female,Credit Card,Clothing
,KH9223,Alexandra Ramirez,35,Male,PayPal,Electronics
,KH1835,Shelia Barry,25,Female,Credit Card,Home
,KH5654,Christina Hamilton,38,Female,PayPal,Home
,KH22912,Diana Roman,25,Male,PayPal,Books
,KH40513,Mark Foley,63,Male,Cash,Books
,KH11505,Cindy Hawkins,23,Male,PayPal,Electronics
,KH39022,Mckenzie Welch,44,Female,PayPal,Electronics
,KH32929,Samantha Mckee,24,Female,Credit Card,Clothing
,KH45548,Laura Caldwell,60,Female,Credit Card,Home
,KH12467,Judy Miller,70,Male,Credit Card,Books
,KH11092,Pamela Drake,20,Female,Credit Card,Books
,KH42572,Larry Fuentes,69,Female,Credit Card,Books
,KH23612,Jordan French,35,Male,Crypto,Clothing
,KH36579,Leslie Hayes,64,Female,PayPal,Clothing
,KH44504,Heidi Mcdaniel DDS,44,Female,Cash,Electronics
,KH36567,Raymond Pierce,18,Male,Credit Card,Clothing
,KH38396,Tami Walker,42,Female,PayPal,Electronics
,KH48228,Tamara Simpson,26,Female,PayPal,Home
,KH16525,Justin Stout,18,Male,Credit Card,Clothing
,KH25151,Alexis Ferguson,66,Female,Credit Card,Clothing
,KH10518,Maria Duncan,67,Female,Cash,Books
,KH4536,Amanda Heath,64,Male,Credit Card,Clothing
,KH8075,Michael Garrett,57,Male,Credit Card,Books
,KH30439,Tiffany Payne,22,Female,PayPal,Clothing
,KH25200,Jacob Simon,67,Female,PayPal,Clothing
,KH45423,Sarah Ochoa,54,Female,Credit Card,Books
,KH30830,Kelsey Sullivan,48,Male,Credit Card,Electronics
,KH12878,Jenny Watkins,22,Female,Credit Card,Clothing
,KH9376,Lance Powell,62,Female,Credit Card,Clothing
,KH36660,Shane Anderson,45,Female,Credit Card,Clothing
,KH38984,Rebecca Gardner,29,Male,Credit Card,Home
,KH31592,Chad Olson,23,Male,PayPal,Electronics
,KH8488,Daniel Leach,47,Male,Credit Card,Home
,KH39407,Mary Decker,64,Male,PayPal,Books
,KH15259,Tanya Barry,54,Female,PayPal,Books
,KH35552,Alicia Sanchez,61,Male,Cash,Electronics
,KH42113,Sarah Fox,34,Female,Credit Card,Clothing
,KH46695,Richard Cameron,46,Male,Credit Card,Clothing
,KH35754,Steven Ayala,42,Female,Crypto,Books
,KH30850,Zachary Marquez,50,Female,Credit Card,Home
,KH41817,Tyler Carter,30,Female,Cash,Books
,KH43799,Kathy Perez,60,Female,Credit Card,Electronics
,KH26930,Darlene Clark,32,Female,Credit Card,Clothing
,KH17398,Emily Walton,29,Female,Credit Card,Books
,KH45997,Justin Robles,29,Female,Credit Card,Home
,KH47036,Alexis Giles,31,Female,Credit Card,Electronics
,KH8181,Travis Pierce,23,Male,Credit Card,Books
,KH7563,Zachary Butler,41,Male,Credit Card,Books
,KH36809,Tiffany Oneill,37,Female,Credit Card,Clothing
,KH24978,Brittany Webb,35,Male,Credit Card,Books
,KH48050,Dr. Zoe Doyle,64,Female,PayPal,Books
,KH7432,Emily Huff,63,Female,Cash,Home
,KH46679,Brandy Bass,60,Male,Cash,Books
,KH34201,Mckenzie Kline,44,Male,PayPal,Electronics
,KH20971,Mr. Mark Castro,61,Female,Credit Card,Clothing
,KH41200,Jennifer Compton,45,Male,Credit Card,Home
,KH25867,Michael Singh,62,Female,Credit Card,Books
,KH46025,Douglas Montgomery,22,Male,Credit Card,Electronics
,KH43761,Elizabeth Scott,44,Male,Credit Card,Clothing
,KH4351,Adrian Houston,38,Male,Credit Card,Electronics
,KH40637,Bradley Woods,50,Female,Credit Card,Clothing
,KH42678,Anthony Brooks,61,Male,PayPal,Books
,KH48674,Gerald Bass,53,Female,PayPal,Books
,KH26632,Ruth Mckee,69,Male,PayPal,Clothing
,KH15355,Christopher Bonilla,20,Male,Credit Card,Books
,KH16041,Joan Taylor,23,Male,Cash,Books
,KH31493,Walter Robertson,21,Female,PayPal,Home
,KH1934,Scott Russo,59,Male,Credit Card,Home
,KH7795,Renee Sanders,56,Female,Credit Card,Books
,KH48632,Blake Young,22,Female,PayPal,Books
,KH36257,Mary Patton,52,Female,Crypto,Books
,KH501,Craig Reese,24,Female,Crypto,Clothing
,KH21694,Krystal Pena,46,Male,Credit Card,Home
,KH18954,John Black,41,Female,PayPal,Books
,KH12788,Justin Benson,55,Female,Credit Card,Electronics
,KH46174,Alexis Baker DDS,19,Male,Credit Card,Home
,KH31903,Robert Dawson,70,Female,Credit Card,Books
,KH29429,Diana Alvarez,66,Male,Cash,Books
,KH41775,Sarah Lozano,30,Female,PayPal,Electronics
,KH35529,Ryan Jackson,68,Male,Cash,Books
,KH44856,April Ramirez,28,Male,Cash,Books
,KH18005,Sheryl Johnson,69,Female,Credit Card,Clothing
,KH34140,Tina Garcia,56,Male,Credit Card,Home
,KH28549,Allison Lane,24,Male,Credit Card,Clothing
,KH10106,Arthur Olson,58,Male,Credit Card,Home
,KH15922,Carolyn Henry,20,Female,PayPal,Clothing
,KH16397,Scott Dunn,38,Male,Credit Card,Books
,KH3129,Thomas Scott,26,Male,PayPal,Books
,KH25972,Gregory May,63,Female,Cash,Clothing
,KH32661,Debbie Reed,61,Female,PayPal,Books
,KH27254,Angela Salinas,55,Male,Credit Card,Books
,KH40194,Katie Hale,60,Male,Credit Card,Books
,KH32643,Chase Hernandez,25,Female,PayPal,Clothing
,KH49381,Christina Yates,63,Female,Credit Card,Electronics
,KH49296,Mr. Zachary Willis,39,Male,Credit Card,Books
,KH18143,Katrina Stewart,39,Female,Cash,Clothing
,KH37041,Mindy Tate,32,Female,Credit Card,Books
,KH9249,Samuel Powers,57,Female,Credit Card,Electronics
,KH12405,Melinda Garza,49,Male,Credit Card,Home
,KH24072,Trevor Waters,45,Male,Cash,Clothing
,KH4901,Cynthia Boyd,25,Female,PayPal,Home
,KH48297,Elizabeth Walker,69,Female,Credit Card,Books
,KH33426,Cody Scott,23,Female,PayPal,Clothing
,KH46327,Mr. Patrick Hayes PhD,36,Female,Credit Card,Home
,KH19769,Tyler Wright,62,Female,Credit Card,Electronics
,KH12352,Melissa Castro,20,Female,Credit Card,Home
,KH18667,Eugene Howell,56,Female,Credit Card,Clothing
,KH32888,Dylan Walker,48,Male,Credit Card,Home
,KH25538,Suzanne Mccall,38,Male,Credit Card,Electronics
,KH18210,Megan Andrews,22,Female,Cash,Books
,KH47209,Tracy Hamilton,46,Female,Credit Card,Clothing
,KH22968,Juan Vazquez,35,Female,Cash,Clothing
,KH35618,Yvonne Mccullough,25,Female,Credit Card,Books
,KH32941,Alexander Zimmerman,54,Male,PayPal,Books
,KH37799,Michelle Acevedo,48,Female,Cash,Books
,KH36565,Andres Garrett,68,Male,Credit Card,Clothing
,KH40584,Kathleen Nolan,42,Female,PayPal,Home
,KH5818,Mrs. Sarah Ellis,39,Male,Credit Card,Clothing
,KH40704,Mary Underwood,34,Male,Credit Card,Electronics
,KH42211,Matthew Bird,67,Female,PayPal,Books
,KH25183,Kristen Lopez PhD,41,Male,Credit Card,Electronics
,KH49832,Richard Pena,67,Female,Cash,Clothing
,KH37330,Jennifer Diaz,39,Female,Credit Card,Books
,KH21166,Regina Johnson,35,Female,Credit Card,Books
,KH21584,Russell Rasmussen,55,Female,Credit Card,Books
,KH37614,Kelsey Joseph,62,Female,Credit Card,Books
,KH48362,Mitchell Webb,65,Male,PayPal,Clothing
,KH20270,Joseph Hodge,61,Female,Cash,Clothing
,KH31342,Kristen Murray,45,Male,Credit Card,Clothing
,KH39236,Derek Powell,18,Male,PayPal,Books
,KH18298,Terry Perez,24,Female,Credit Card,Books
,KH35904,Kathleen West,61,Male,PayPal,Home
,KH43024,Teresa Reed,41,Female,Credit Card,Books
,KH21572,Amanda Williamson,37,Female,PayPal,Books
,KH41721,Patrick Mclaughlin,49,Female,Cash,Electronics
,KH7517,Michael Newton,70,Female,Cash,Electronics
,KH29405,Yvonne Robbins,29,Male,PayPal,Clothing
,KH28533,Alan Newman,37,Female,Credit Card,Electronics
,KH38694,Chase Hudson,43,Male,PayPal,Clothing
,KH29506,Jose Hansen,20,Female,Credit Card,Clothing
,KH6400,Sheila Orozco,47,Female,Cash,Books
,KH33905,David Oneill,44,Female,PayPal,Books
,KH16734,Jessica Shepard,68,Male,Credit Card,Electronics
,KH31102,Maria Ramsey,37,Female,PayPal,Clothing
,KH6638,Spencer Johnson,60,Female,Cash,Books
,KH49552,Amy Griffin,47,Female,Credit Card,Books
,KH22728,Renee Thomas,20,Female,Credit Card,Clothing
,KH15669,Melissa Proctor,28,Male,Cash,Books
,KH6990,Kevin Owens,39,Male,Credit Card,Books
,KH22407,Donald Ellison,22,Male,Credit Card,Books
,KH25223,Bridget Hardy,52,Female,Credit Card,Home
,KH13082,Antonio Brooks,26,Female,Credit Card,Electronics
,KH15654,Debbie King,40,Male,PayPal,Clothing
,KH32684,Susan Huffman,18,Male,Credit Card,Clothing
,KH25028,Matthew Mcdaniel MD,48,Female,Credit Card,Clothing
,KH19722,Mrs. Stephanie Wright,23,Female,Credit Card,Home
,KH8929,Austin Coleman,70,Female,Cash,Books
,KH47962,Rhonda Jones,25,Female,PayPal,Books
,KH45600,Cody Nguyen,46,Male,Crypto,Clothing
,KH6187,Angelica Perez,54,Female,Credit Card,Books
,KH39682,Grace Rodriguez,63,Male,Crypto,Clothing
,KH27929,Heather Gibson,65,Male,PayPal,Clothing
,KH13521,Autumn Vincent,21,Female,PayPal,Clothing
,KH4008,Raymond Hernandez,31,Male,Credit Card,Clothing
,KH17081,April Morales,50,Female,Credit Card,Books
,KH26299,Collin Wiley,70,Female,PayPal,Electronics
,KH44779,Amber Hodges,64,Female,PayPal,Home
,KH46581,Matthew Mccoy,44,Female,Cash,Books
,KH46265,Curtis Navarro,22,Female,Cash,Clothing
,KH19269,Richard Stone,70,Female,Cash,Clothing
,KH32816,Julie Baker,34,Female,PayPal,Books
,KH27840,Monica Morgan,49,Male,Cash,Books
,KH15012,Rebecca Elliott,59,Female,Credit Card,Electronics
,KH11802,Joseph Bauer,68,Female,Credit Card,Home
,KH46133,Kari Gonzalez,51,Male,Credit Card,Home
,KH3402,Andre Harris,56,Male,Credit Card,Books
,KH48244,Ms. Karen King,46,Female,PayPal,Electronics
,KH43314,Brenda Mills,21,Male,Credit Card,Electronics
,KH19439,Thomas Singleton,35,Female,Cash,Books
,KH7532,Donald Baker,33,Male,Credit Card,Books
,KH14750,Shelia Bryant,52,Female,Credit Card,Books
,KH42445,Benjamin Greene,52,Female,Credit Card,Books
,KH32677,Henry Sanchez,36,Female,PayPal,Clothing
,KH40278,Tanya Burke,36,Female,PayPal,Books
,KH44871,Tracy Bray,53,Female,PayPal,Books
,KH29435,David Barker,21,Male,PayPal,Books
,KH40962,Sara Reese,25,Female,Credit Card,Clothing
,KH21671,Debra Mcmillan,46,Male,Credit Card,Clothing
,KH23909,Melissa West,19,Male,Credit Card,Electronics
,KH21755,Kristopher Price Jr.,63,Male,PayPal,Electronics
,KH47019,Matthew Mccann,32,Male,PayPal,Clothing
,KH31296,Erika Gamble,50,Female,PayPal,Clothing
,KH26500,Kimberly Roberts,44,Male,PayPal,Books
,KH13413,Amy Perez,37,Male,PayPal,Books
,KH5599,Robin Maldonado,19,Male,Crypto,Home
,KH17406,Miranda Johnson,41,Male,PayPal,Clothing
,KH6516,Ashlee May,21,Female,Credit Card,Electronics
,KH25116,Janice Warren,24,Female,Credit Card,Clothing
,KH44617,Virginia Thompson,29,Male,Credit Card,Clothing
,KH36070,Frederick Pineda,44,Female,Credit Card,Books
,KH32981,Shannon Cameron,49,Male,Cash,Clothing
,KH17221,Brooke Flores,42,Female,PayPal,Clothing
,KH901,Rebecca Coleman,41,Female,PayPal,Books
,KH45871,Derek Mccarthy,49,Female,Credit Card,Clothing
,KH10298,Emily Robinson,34,Male,Credit Card,Books
,KH33240,Jeffrey Simpson,46,Male,PayPal,Electronics
,KH11763,Karen Ray,41,Female,PayPal,Clothing
,KH2789,Keith Chang,22,Female,Cash,Home
,KH34613,Thomas Morales,58,Female,Credit Card,Books
,KH9035,Michael Ramos,62,Male,PayPal,Clothing
,KH37105,John Mahoney,55,Male,Cash,Home
,KH42842,Rachel Fox,54,Female,Crypto,Clothing
,KH39983,Samantha Fields,51,Male,Credit Card,Electronics
,KH19696,Kara Craig,19,Female,Cash,Clothing
,KH7622,Ronald Walker,65,Male,Credit Card,Clothing
,KH47541,Carolyn Romero,70,Male,Crypto,Clothing
,KH28099,Dustin Frazier,36,Female,Credit Card,Books
,KH28562,Michelle Warner,38,Male,Cash,Clothing
,KH20832,Michelle Avila,60,Female,Cash,Clothing
,KH11993,Frank Baker,28,Female,Credit Card,Clothing
,KH473,Rebecca Zavala,49,Male,Credit Card,Books
,KH26237,Steven Patel,26,Male,Cash,Clothing
,KH14280,Joseph Estrada,39,Male,PayPal,Clothing
,KH611,Melissa Sosa,21,Male,Credit Card,Home
,KH2196,Brian Luna,67,Male,Cash,Books
,KH24949,Keith Patterson,40,Female,Credit Card,Home
,KH13999,Jordan Greene,49,Male,Credit Card,Books
,KH17156,Anita Shaw,64,Male,PayPal,Books
,KH27678,James Bowen,62,Female,Credit Card,Electronics
,KH26536,Craig Kelley,19,Female,Credit Card,Clothing
,KH12475,Janet Peterson,58,Male,Cash,Books
,KH35952,Dr. Catherine Rivera,64,Female,Credit Card,Home
,KH26754,Aaron Martin,34,Male,PayPal,Clothing
,KH25052,Adriana Powell,40,Male,PayPal,Books
,KH8916,Mark Graham,25,Female,Cash,Home
,KH45237,Dustin Schwartz,55,Female,Credit Card,Home
,KH11168,Ryan Delgado,37,Male,Credit Card,Home
,KH22394,Amy Quinn,42,Male,PayPal,Home
,KH5131,Claudia Krueger,30,Male,Credit Card,Clothing
,KH36101,Anne Thomas,21,Female,Credit Card,Books
,KH41934,Luke Moon,37,Male,Credit Card,Home
,KH19222,Scott Rich,26,Female,PayPal,Books
,KH24047,Shelly Todd,19,Male,Cash,Home
,KH7163,Mr. Patrick Todd DDS,36,Male,PayPal,Books
,KH18456,Dustin Porter,70,Male,PayPal,Books
,KH21534,Russell Logan,51,Male,Credit Card,Books
,KH26584,Samuel Thompson,68,Male,Credit Card,Books
,KH6781,Amber Gamble,23,Female,Credit Card,Books
,KH1631,Shawn Martinez,18,Male,Credit Card,Clothing
,KH3557,Courtney Allen,57,Female,Crypto,Books
,KH34369,Tom Collins,47,Female,Credit Card,Clothing
,KH40746,Jason Castaneda,28,Female,Credit Card,Books
,KH10941,Misty Richards,19,Female,Credit Card,Electronics
,KH40003,Jeremiah Parker,27,Female,Credit Card,Electronics
,KH48271,Shawn Russell,34,Male,Crypto,Clothing
